epoch,time,val_loss,val_accuracy,train_loss,train_accuracy
1,9262.962731838226,3.0717838413921403,0.2646433404214189,3.830207026539114,0.16988883518608022
2,5250.746087551117,2.573606491824727,0.35356659578581096,2.904398585029142,0.2852102464958917
3,4462.75150680542,2.418182435594959,0.3821766866421806,2.5165267208075783,0.35514741420976315
4,4577.133680343628,2.2590365557023038,0.40479412333268894,2.268908919470019,0.40633156114064767
5,5449.877533912659,2.171284702089098,0.44422965397254977,2.068319611424088,0.44789753504108265
6,6488.97060751915,2.013227407579069,0.47515948192538177,1.9120652910546505,0.48134364427259546
7,3967.7300934791565,2.0563298559483187,0.46916682775952057,1.780562790505116,0.5081681971967134
8,5601.514404058456,2.0236592712225736,0.4823120046394742,1.6694629513867303,0.5391493475108748
